Country,Date,ConfirmedCases,NewCases
Timor-Leste,13/05/2020,24,0
Togo,13/05/2020,219,20
Trinidad and Tobago,13/05/2020,116,0
Tunisia,13/05/2020,1032,0
Turkey,13/05/2020,143114,1639
Uganda,13/05/2020,139,10
Ukraine,13/05/2020,16425,402
United Arab Emirates,13/05/2020,20386,725
United Kingdom,13/05/2020,222195,3300
Uruguay,13/05/2020,719,2
US,13/05/2020,1401744,20433
Uzbekistan,13/05/2020,2612,93
Vanuatu,13/05/2020,0,0
Venezuela,13/05/2020,423,0
Vietnam,13/05/2020,288,0
West Bank and Gaza,13/05/2020,375,0
Yemen,13/05/2020,70,5
Zambia,13/05/2020,446,5
Zimbabwe,13/05/2020,37,1
Afghanistan,14/05/2020,5640,413
Albania,14/05/2020,898,18
Algeria,14/05/2020,6442,189
Andorra,14/05/2020,761,1
Angola,14/05/2020,48,3
Antigua and Barbuda,14/05/2020,25,0
Argentina,14/05/2020,7134,255
Armenia,14/05/2020,3860,142
Australia,14/05/2020,7019,30
Austria,14/05/2020,16058,61
Azerbaijan,14/05/2020,2879,121
Bahamas,14/05/2020,96,2
Bahrain,14/05/2020,6198,382
Bangladesh,14/05/2020,18863,1041
Barbados,14/05/2020,85,0
Belarus,14/05/2020,26772,947
Belgium,14/05/2020,54288,307
Belize,14/05/2020,18,0
Benin,14/05/2020,339,12
Bhutan,14/05/2020,20,5
Bolivia,14/05/2020,3372,224
Bosnia and Herzegovina,14/05/2020,2218,37
Botswana,14/05/2020,24,0
Brazil,14/05/2020,203165,13028
Brunei,14/05/2020,141,0
Bulgaria,14/05/2020,2100,31
Burkina Faso,14/05/2020,773,0
Burma,14/05/2020,181,0
Burundi,14/05/2020,15,0
Cabo Verde,14/05/2020,315,26
Cambodia,14/05/2020,122,0
Cameroon,14/05/2020,2954,154
Canada,14/05/2020,75428,1121
Central African Republic,14/05/2020,143,0
Chad,14/05/2020,399,27
Chile,14/05/2020,42029,2659
China,14/05/2020,84029,5
Colombia,14/05/2020,13610,680
Comoros,14/05/2020,11,0
Congo (Brazzaville),14/05/2020,391,58
Congo (Kinshasa),14/05/2020,1242,73
Costa Rica,14/05/2020,830,15
Cote d'Ivoire,14/05/2020,1971,59
Croatia,14/05/2020,2221,8
Cuba,14/05/2020,1830,20
Cyprus,14/05/2020,907,2
Czechia,14/05/2020,8351,82
Denmark,14/05/2020,10911,46
Diamond Princess,14/05/2020,712,0
Djibouti,14/05/2020,1284,16
Dominica,14/05/2020,16,0
Dominican Republic,14/05/2020,11320,124
Ecuador,14/05/2020,30502,16
Egypt,14/05/2020,10829,398
El Salvador,14/05/2020,1112,75
Equatorial Guinea,14/05/2020,583,61
Eritrea,14/05/2020,39,0
Estonia,14/05/2020,1758,7
Eswatini,14/05/2020,187,0
Ethiopia,14/05/2020,272,9
Fiji,14/05/2020,18,0
Finland,14/05/2020,6145,91
France,14/05/2020,180635,642
Gabon,14/05/2020,1104,100
Gambia,14/05/2020,23,0
Georgia,14/05/2020,667,20
Germany,14/05/2020,174478,380
Ghana,14/05/2020,5530,122
Greece,14/05/2020,2770,10
Grenada,14/05/2020,21,0
Guatemala,14/05/2020,1518,176
Guinea,14/05/2020,2473,99
Guinea-Bissau,14/05/2020,913,77
Guyana,14/05/2020,113,0
Haiti,14/05/2020,219,10
Holy See,14/05/2020,12,0
Honduras,14/05/2020,2318,63
Hungary,14/05/2020,3380,39
Iceland,14/05/2020,1802,0
India,14/05/2020,81997,3942
Indonesia,14/05/2020,16006,568
Iran,14/05/2020,114533,1808
Iraq,14/05/2020,3143,111
Ireland,14/05/2020,23827,426
Israel,14/05/2020,16511,22
Italy,14/05/2020,223096,992
Jamaica,14/05/2020,509,0
Japan,14/05/2020,16096,98
Jordan,14/05/2020,586,4
Kazakhstan,14/05/2020,5571,154
Kenya,14/05/2020,758,21
Kiribati,14/05/2020,0,0
"Korea, South",14/05/2020,11018,27
Kosovo,14/05/2020,927,8
Kuwait,14/05/2020,11975,947
Kyrgyzstan,14/05/2020,1082,38
Laos,14/05/2020,19,0
Latvia,14/05/2020,962,11
Lebanon,14/05/2020,886,8
Lesotho,14/05/2020,1,0
Liberia,14/05/2020,215,2
Libya,14/05/2020,64,0
Liechtenstein,14/05/2020,82,0
Lithuania,14/05/2020,1511,9
Luxembourg,14/05/2020,3915,11
Madagascar,14/05/2020,230,18
Malawi,14/05/2020,63,0
Malaysia,14/05/2020,6819,40
Maldives,14/05/2020,982,27
Mali,14/05/2020,779,21
Malta,14/05/2020,522,14
Marshall Islands,14/05/2020,0,0
Mauritania,14/05/2020,20,5
Mauritius,14/05/2020,332,0
Mexico,14/05/2020,42595,2409
Micronesia,14/05/2020,0,0
Moldova,14/05/2020,5553,147
Monaco,14/05/2020,96,0
Mongolia,14/05/2020,98,56
Montenegro,14/05/2020,324,0
Morocco,14/05/2020,6607,95
Mozambique,14/05/2020,115,11
MS Zaandam,14/05/2020,9,0
Namibia,14/05/2020,16,0
Nepal,14/05/2020,249,-1
Netherlands,14/05/2020,43680,270
New Zealand,14/05/2020,1498,1
Nicaragua,14/05/2020,25,0
Niger,14/05/2020,876,16
Nigeria,14/05/2020,5162,191
North Macedonia,14/05/2020,1723,29
Norway,14/05/2020,8196,21
Oman,14/05/2020,4341,322
Pakistan,14/05/2020,38799,3011
Palau,14/05/2020,0,0
Panama,14/05/2020,9118,174
Papua New Guinea,14/05/2020,8,0
Paraguay,14/05/2020,754,14
Peru,14/05/2020,80604,4298
Philippines,14/05/2020,11876,258
Poland,14/05/2020,17615,411
Portugal,14/05/2020,28319,187
Qatar,14/05/2020,28272,1733
Romania,14/05/2020,16247,245
Russia,14/05/2020,252245,9974
Rwanda,14/05/2020,287,0
Saint Kitts and Nevis,14/05/2020,15,0
Saint Lucia,14/05/2020,18,0
Saint Vincent and the Grenadines,14/05/2020,17,0
Samoa,14/05/2020,0,0
San Marino,14/05/2020,648,5
Sao Tome and Principe,14/05/2020,235,15
Saudi Arabia,14/05/2020,46869,2039
Senegal,14/05/2020,2189,84
Serbia,14/05/2020,10374,79
Seychelles,14/05/2020,11,0
Sierra Leone,14/05/2020,408,21
Singapore,14/05/2020,26098,752
Slovakia,14/05/2020,1477,8
Slovenia,14/05/2020,1464,1
Solomon Islands,14/05/2020,0,0
Somalia,14/05/2020,1284,65
South Africa,14/05/2020,12739,665
South Sudan,14/05/2020,203,0
Spain,14/05/2020,229540,849
Sri Lanka,14/05/2020,925,10
Sudan,14/05/2020,1818,158
Summer Olympics 2020,14/05/2020,0,0
Suriname,14/05/2020,10,0
Sweden,14/05/2020,29415,660
Switzerland,14/05/2020,30463,50
Syria,14/05/2020,48,0
Taiwan*,14/05/2020,440,0
Tajikistan,14/05/2020,907,106
Tanzania,14/05/2020,509,0
Thailand,14/05/2020,3018,1
Timor-Leste,14/05/2020,24,0
Togo,14/05/2020,238,19
Trinidad and Tobago,14/05/2020,116,0
Tunisia,14/05/2020,1032,0
Turkey,14/05/2020,144749,1635
Uganda,14/05/2020,160,21
Ukraine,14/05/2020,16847,422
United Arab Emirates,14/05/2020,21084,698
United Kingdom,14/05/2020,224813,2618
Uruguay,14/05/2020,724,5
US,14/05/2020,1428561,26817
Uzbekistan,14/05/2020,2645,33
Vanuatu,14/05/2020,0,0
Venezuela,14/05/2020,455,32
Vietnam,14/05/2020,312,24
West Bank and Gaza,14/05/2020,375,0
Yemen,14/05/2020,85,15
Zambia,14/05/2020,654,208
Zimbabwe,14/05/2020,37,0
Afghanistan,15/05/2020,6054,414
Albania,15/05/2020,916,18
Algeria,15/05/2020,6629,187
Andorra,15/05/2020,761,0
Angola,15/05/2020,48,0
Antigua and Barbuda,15/05/2020,25,0
Argentina,15/05/2020,7479,345
Armenia,15/05/2020,4044,184
Australia,15/05/2020,7035,16
Austria,15/05/2020,16109,51
Azerbaijan,15/05/2020,2980,101
Bahamas,15/05/2020,96,0
Bahrain,15/05/2020,6583,385
Bangladesh,15/05/2020,20065,1202
Barbados,15/05/2020,85,0
Belarus,15/05/2020,27730,958
Belgium,15/05/2020,54644,356
Belize,15/05/2020,18,0
Benin,15/05/2020,339,0
Bhutan,15/05/2020,21,1
Bolivia,15/05/2020,3577,205
Bosnia and Herzegovina,15/05/2020,2236,18
Botswana,15/05/2020,24,0
Brazil,15/05/2020,220291,17126
Brunei,15/05/2020,141,0
Bulgaria,15/05/2020,2138,38
Burkina Faso,15/05/2020,780,7
Burma,15/05/2020,182,1
Burundi,15/05/2020,15,0
Cabo Verde,15/05/2020,326,11
Cambodia,15/05/2020,122,0
Cameroon,15/05/2020,3105,151
Canada,15/05/2020,76691,1263
Central African Republic,15/05/2020,301,158
Chad,15/05/2020,428,29
Chile,15/05/2020,44531,2502
China,15/05/2020,84038,9
Colombia,15/05/2020,14216,606
Comoros,15/05/2020,11,0
Congo (Brazzaville),15/05/2020,391,0
Congo (Kinshasa),15/05/2020,1298,56
Costa Rica,15/05/2020,843,13
Cote d'Ivoire,15/05/2020,2017,46
Croatia,15/05/2020,2222,1
Cuba,15/05/2020,1840,10
Cyprus,15/05/2020,910,3
Czechia,15/05/2020,8406,55
Denmark,15/05/2020,10989,78
Diamond Princess,15/05/2020,712,0
Djibouti,15/05/2020,1309,25
Dominica,15/05/2020,16,0
Dominican Republic,15/05/2020,11739,419
Ecuador,15/05/2020,31467,965
Egypt,15/05/2020,11228,399
El Salvador,15/05/2020,1210,98
Equatorial Guinea,15/05/2020,594,11
Eritrea,15/05/2020,39,0
Estonia,15/05/2020,1766,8
Eswatini,15/05/2020,190,3
Ethiopia,15/05/2020,287,15
Fiji,15/05/2020,18,0
Finland,15/05/2020,6228,83
France,15/05/2020,181148,513
Gabon,15/05/2020,1209,105
Gambia,15/05/2020,23,0
Georgia,15/05/2020,671,4
Germany,15/05/2020,175233,755
Ghana,15/05/2020,5638,108
Greece,15/05/2020,2810,40
Grenada,15/05/2020,22,1
Guatemala,15/05/2020,1643,125
Guinea,15/05/2020,2473,0
Guinea-Bissau,15/05/2020,913,0
Guyana,15/05/2020,116,3
Haiti,15/05/2020,234,15
Holy See,15/05/2020,12,0
Honduras,15/05/2020,2460,142
Hungary,15/05/2020,3417,37
Iceland,15/05/2020,1802,0
India,15/05/2020,85784,3787
Indonesia,15/05/2020,16496,490
Iran,15/05/2020,116635,2102
Iraq,15/05/2020,3193,50
Ireland,15/05/2020,23956,129
Israel,15/05/2020,16523,12
Italy,15/05/2020,223885,789
Jamaica,15/05/2020,511,2
Japan,15/05/2020,16148,52
Jordan,15/05/2020,596,10
Kazakhstan,15/05/2020,5689,118
Kenya,15/05/2020,781,23
Kiribati,15/05/2020,0,0
"Korea, South",15/05/2020,11037,19
Kosovo,15/05/2020,945,18
Kuwait,15/05/2020,12860,885
Kyrgyzstan,15/05/2020,1111,29
Laos,15/05/2020,19,0
Latvia,15/05/2020,970,8
Lebanon,15/05/2020,891,5
Lesotho,15/05/2020,1,0
Liberia,15/05/2020,219,4
Libya,15/05/2020,64,0
Liechtenstein,15/05/2020,82,0
Lithuania,15/05/2020,1521,10
Luxembourg,15/05/2020,3923,8
Madagascar,15/05/2020,238,8
Malawi,15/05/2020,63,0
Malaysia,15/05/2020,6855,36
Maldives,15/05/2020,1031,49
Mali,15/05/2020,806,27
Malta,15/05/2020,532,10
Marshall Islands,15/05/2020,0,0
Mauritania,15/05/2020,29,9
Mauritius,15/05/2020,332,0
Mexico,15/05/2020,45032,2437
Micronesia,15/05/2020,0,0
Moldova,15/05/2020,5745,192
Monaco,15/05/2020,96,0
Mongolia,15/05/2020,98,0
Montenegro,15/05/2020,324,0
Morocco,15/05/2020,6652,45
Mozambique,15/05/2020,119,4
MS Zaandam,15/05/2020,9,0
Namibia,15/05/2020,16,0
Nepal,15/05/2020,267,18
Netherlands,15/05/2020,43880,200
New Zealand,15/05/2020,1498,0
Nicaragua,15/05/2020,25,0
Niger,15/05/2020,885,9
Nigeria,15/05/2020,5450,288
North Macedonia,15/05/2020,1740,17
Norway,15/05/2020,8219,23
Oman,15/05/2020,4625,284
Pakistan,15/05/2020,38799,0
Palau,15/05/2020,0,0
Panama,15/05/2020,9268,150
Papua New Guinea,15/05/2020,8,0
Paraguay,15/05/2020,759,5
Peru,15/05/2020,84495,3891
Philippines,15/05/2020,12091,215
Poland,15/05/2020,18016,401
Portugal,15/05/2020,28583,264
Qatar,15/05/2020,29425,1153
Romania,15/05/2020,16437,190
Russia,15/05/2020,262843,10598
Rwanda,15/05/2020,287,0
Saint Kitts and Nevis,15/05/2020,15,0
Saint Lucia,15/05/2020,18,0
Saint Vincent and the Grenadines,15/05/2020,17,0
Samoa,15/05/2020,0,0
San Marino,15/05/2020,652,4
Sao Tome and Principe,15/05/2020,235,0
Saudi Arabia,15/05/2020,49176,2307
Senegal,15/05/2020,2310,121
Serbia,15/05/2020,10438,64
Seychelles,15/05/2020,11,0
Sierra Leone,15/05/2020,447,39
Singapore,15/05/2020,26891,793
Slovakia,15/05/2020,1480,3
Slovenia,15/05/2020,1465,1
Solomon Islands,15/05/2020,0,0
Somalia,15/05/2020,1284,0
South Africa,15/05/2020,13524,785
South Sudan,15/05/2020,236,33
Spain,15/05/2020,230183,643
Sri Lanka,15/05/2020,935,10
Sudan,15/05/2020,1964,146
Summer Olympics 2020,15/05/2020,0,0
Suriname,15/05/2020,10,0
Sweden,15/05/2020,30103,688
Switzerland,15/05/2020,30514,51
Syria,15/05/2020,50,2
Taiwan*,15/05/2020,440,0
Tajikistan,15/05/2020,1118,211
Tanzania,15/05/2020,509,0
Thailand,15/05/2020,3025,7
Timor-Leste,15/05/2020,24,0
Togo,15/05/2020,263,25
Trinidad and Tobago,15/05/2020,116,0
Tunisia,15/05/2020,1035,3
Turkey,15/05/2020,146457,1708
Uganda,15/05/2020,203,43
Ukraine,15/05/2020,17330,483
United Arab Emirates,15/05/2020,21831,747
United Kingdom,15/05/2020,227334,2521
Uruguay,15/05/2020,732,8
US,15/05/2020,1453294,24733
Uzbekistan,15/05/2020,2686,41
Vanuatu,15/05/2020,0,0
Venezuela,15/05/2020,459,4
Vietnam,15/05/2020,314,2
West Bank and Gaza,15/05/2020,375,0
Yemen,15/05/2020,106,21
Zambia,15/05/2020,654,0
Zimbabwe,15/05/2020,42,5
Afghanistan,16/05/2020,6403,349
Albania,16/05/2020,933,17
Algeria,16/05/2020,6821,192
Andorra,16/05/2020,761,0
Angola,16/05/2020,48,0
Antigua and Barbuda,16/05/2020,25,0
Argentina,16/05/2020,7805,326
Armenia,16/05/2020,4283,239
Australia,16/05/2020,7044,9
Austria,16/05/2020,16201,92
Azerbaijan,16/05/2020,3138,158
Bahamas,16/05/2020,96,0
Bahrain,16/05/2020,6747,164
Bangladesh,16/05/2020,20995,930
Barbados,16/05/2020,86,1
Belarus,16/05/2020,28681,951
Belgium,16/05/2020,54989,345
Belize,16/05/2020,18,0
Benin,16/05/2020,339,0
Bhutan,16/05/2020,21,0
Bolivia,16/05/2020,3826,249
Bosnia and Herzegovina,16/05/2020,2267,31
Botswana,16/05/2020,24,0
Brazil,16/05/2020,233511,13220
Brunei,16/05/2020,141,0
Bulgaria,16/05/2020,2175,37
Burkina Faso,16/05/2020,782,2
Burma,16/05/2020,182,0
Burundi,16/05/2020,15,0
Cabo Verde,16/05/2020,328,2
Cambodia,16/05/2020,122,0
Cameroon,16/05/2020,3105,0
Canada,16/05/2020,77871,1180
Central African Republic,16/05/2020,327,26
Chad,16/05/2020,474,46
Chile,16/05/2020,50016,5485
China,16/05/2020,84044,6
Colombia,16/05/2020,14939,723
Comoros,16/05/2020,11,0
Congo (Brazzaville),16/05/2020,391,0
Congo (Kinshasa),16/05/2020,1455,157
Costa Rica,16/05/2020,853,10
Cote d'Ivoire,16/05/2020,2061,44
Croatia,16/05/2020,2224,2
Cuba,16/05/2020,1862,22
Cyprus,16/05/2020,914,4
Czechia,16/05/2020,8455,49
Denmark,16/05/2020,11056,67
Diamond Princess,16/05/2020,712,0
Djibouti,16/05/2020,1331,22
Dominica,16/05/2020,16,0
Dominican Republic,16/05/2020,12110,371
Ecuador,16/05/2020,32763,1296
Egypt,16/05/2020,11719,491
El Salvador,16/05/2020,1265,55
Equatorial Guinea,16/05/2020,594,0
Eritrea,16/05/2020,39,0
Estonia,16/05/2020,1770,4
Eswatini,16/05/2020,202,12
Ethiopia,16/05/2020,306,19
Fiji,16/05/2020,18,0
Finland,16/05/2020,6286,58
France,16/05/2020,181563,415
Gabon,16/05/2020,1320,111
Gambia,16/05/2020,23,0
Georgia,16/05/2020,683,12
Germany,16/05/2020,175752,519
Ghana,16/05/2020,5735,97
Greece,16/05/2020,2819,9
Grenada,16/05/2020,22,0
Guatemala,16/05/2020,1763,120
Guinea,16/05/2020,2658,185
Guinea-Bissau,16/05/2020,969,56
Guyana,16/05/2020,117,1
Haiti,16/05/2020,273,39
Holy See,16/05/2020,12,0
Honduras,16/05/2020,2565,105
Hungary,16/05/2020,3473,56
Iceland,16/05/2020,1802,0
India,16/05/2020,90648,4864
Indonesia,16/05/2020,17025,529
Iran,16/05/2020,118392,1757
Iraq,16/05/2020,3260,67
Ireland,16/05/2020,24048,92
Israel,16/05/2020,16528,5
Italy,16/05/2020,224760,875
Jamaica,16/05/2020,517,6
Japan,16/05/2020,16202,54
Jordan,16/05/2020,607,11
Kazakhstan,16/05/2020,5850,161
Kenya,16/05/2020,830,49
Kiribati,16/05/2020,0,0
"Korea, South",16/05/2020,11050,13
Kosovo,16/05/2020,955,10
Kuwait,16/05/2020,13802,942
Kyrgyzstan,16/05/2020,1117,6
Laos,16/05/2020,19,0
Latvia,16/05/2020,997,27
Lebanon,16/05/2020,902,11
Lesotho,16/05/2020,1,0
Liberia,16/05/2020,223,4
Libya,16/05/2020,65,1
Liechtenstein,16/05/2020,82,0
Lithuania,16/05/2020,1536,15
Luxembourg,16/05/2020,3930,7
Madagascar,16/05/2020,283,45
Malawi,16/05/2020,65,2
Malaysia,16/05/2020,6872,17
Maldives,16/05/2020,1078,47
Mali,16/05/2020,835,29
Malta,16/05/2020,546,14
Marshall Islands,16/05/2020,0,0
Mauritania,16/05/2020,40,11
Mauritius,16/05/2020,332,0
Mexico,16/05/2020,47144,2112
Micronesia,16/05/2020,0,0
Moldova,16/05/2020,5934,189
Monaco,16/05/2020,96,0
Mongolia,16/05/2020,135,37
Montenegro,16/05/2020,324,0
Morocco,16/05/2020,6741,89
Mozambique,16/05/2020,129,10
MS Zaandam,16/05/2020,9,0
Namibia,16/05/2020,16,0
Nepal,16/05/2020,291,24
Netherlands,16/05/2020,44070,190
New Zealand,16/05/2020,1499,1
Nicaragua,16/05/2020,25,0
Niger,16/05/2020,889,4
Nigeria,16/05/2020,5621,171
North Macedonia,16/05/2020,1762,22
Norway,16/05/2020,8237,18
Oman,16/05/2020,5029,404
Pakistan,16/05/2020,40151,1352
Palau,16/05/2020,0,0
Panama,16/05/2020,9449,181
Papua New Guinea,16/05/2020,8,0
Paraguay,16/05/2020,778,19
Peru,16/05/2020,88541,4046
Philippines,16/05/2020,12305,214
Poland,16/05/2020,18257,241
Portugal,16/05/2020,28810,227
Qatar,16/05/2020,30972,1547
Romania,16/05/2020,16704,267
Russia,16/05/2020,272043,9200
Rwanda,16/05/2020,289,2
Saint Kitts and Nevis,16/05/2020,15,0
Saint Lucia,16/05/2020,18,0
Saint Vincent and the Grenadines,16/05/2020,17,0
Samoa,16/05/2020,0,0
San Marino,16/05/2020,653,1
Sao Tome and Principe,16/05/2020,235,0
Saudi Arabia,16/05/2020,52016,2840
Senegal,16/05/2020,2429,119
Serbia,16/05/2020,10496,58
Seychelles,16/05/2020,11,0
Sierra Leone,16/05/2020,462,15
Singapore,16/05/2020,27356,465
Slovakia,16/05/2020,1493,13
Slovenia,16/05/2020,1465,0
Solomon Islands,16/05/2020,0,0
Somalia,16/05/2020,1357,73
South Africa,16/05/2020,14355,831
South Sudan,16/05/2020,236,0
Spain,16/05/2020,230698,515
Sri Lanka,16/05/2020,960,25
Sudan,16/05/2020,1964,0
Summer Olympics 2020,16/05/2020,0,0
Suriname,16/05/2020,10,0
Sweden,16/05/2020,30461,358
Switzerland,16/05/2020,30572,58
Syria,16/05/2020,51,1
Taiwan*,16/05/2020,440,0
Tajikistan,16/05/2020,1322,204
Tanzania,16/05/2020,509,0
Thailand,16/05/2020,3025,0
Timor-Leste,16/05/2020,24,0
Togo,16/05/2020,298,35
Trinidad and Tobago,16/05/2020,116,0
Tunisia,16/05/2020,1037,2
Turkey,16/05/2020,148067,1610
Uganda,16/05/2020,227,24
Ukraine,16/05/2020,17858,528
United Arab Emirates,16/05/2020,22627,796
United Kingdom,16/05/2020,229406,2072
Uruguay,16/05/2020,733,1
US,16/05/2020,1477429,24135
Uzbekistan,16/05/2020,2738,52
Vanuatu,16/05/2020,0,0
Venezuela,16/05/2020,504,45
Vietnam,16/05/2020,318,4
West Bank and Gaza,16/05/2020,376,1
Yemen,16/05/2020,122,16
Zambia,16/05/2020,679,25
Zimbabwe,16/05/2020,42,0
Afghanistan,17/05/2020,6665,262
Albania,17/05/2020,946,13
Algeria,17/05/2020,7019,198
Andorra,17/05/2020,761,0
Angola,17/05/2020,48,0
Antigua and Barbuda,17/05/2020,25,0
Argentina,17/05/2020,8068,263
Armenia,17/05/2020,4472,189
Australia,17/05/2020,7054,10
Austria,17/05/2020,16242,41
Azerbaijan,17/05/2020,3274,136
Bahamas,17/05/2020,96,0
Bahrain,17/05/2020,6956,209
Bangladesh,17/05/2020,22268,1273
Barbados,17/05/2020,88,2
Belarus,17/05/2020,29650,969
Belgium,17/05/2020,55280,291
Belize,17/05/2020,18,0
Benin,17/05/2020,339,0
Bhutan,17/05/2020,21,0
Bolivia,17/05/2020,4088,262
Bosnia and Herzegovina,17/05/2020,2290,23
Botswana,17/05/2020,25,1
Brazil,17/05/2020,241080,7569
Brunei,17/05/2020,141,0
Bulgaria,17/05/2020,2211,36
Burkina Faso,17/05/2020,796,14
Burma,17/05/2020,184,2
Burundi,17/05/2020,23,8
Cabo Verde,17/05/2020,328,0
Cambodia,17/05/2020,122,0
Cameroon,17/05/2020,3105,0
Canada,17/05/2020,78992,1121
Central African Republic,17/05/2020,327,0
Chad,17/05/2020,503,29
Chile,17/05/2020,52369,2353
China,17/05/2020,84054,10
Colombia,17/05/2020,15574,635
Comoros,17/05/2020,11,0
Congo (Brazzaville),17/05/2020,391,0
Congo (Kinshasa),17/05/2020,1455,0
Costa Rica,17/05/2020,863,10
Cote d'Ivoire,17/05/2020,2109,48
Croatia,17/05/2020,2226,2
Cuba,17/05/2020,1872,10
Cyprus,17/05/2020,916,2
Czechia,17/05/2020,8475,20
Denmark,17/05/2020,11125,69
Diamond Princess,17/05/2020,712,0
Djibouti,17/05/2020,1401,70
Dominica,17/05/2020,16,0
Dominican Republic,17/05/2020,12314,204
Ecuador,17/05/2020,33182,419
Egypt,17/05/2020,12229,510
El Salvador,17/05/2020,1338,73
Equatorial Guinea,17/05/2020,594,0
Eritrea,17/05/2020,39,0
Estonia,17/05/2020,1774,4
Eswatini,17/05/2020,203,1
Ethiopia,17/05/2020,317,11
Fiji,17/05/2020,18,0
Finland,17/05/2020,6347,61
France,17/05/2020,181703,140
Gabon,17/05/2020,1320,0
Gambia,17/05/2020,23,0
Georgia,17/05/2020,695,12
Germany,17/05/2020,176369,617
Ghana,17/05/2020,5735,0
Greece,17/05/2020,2834,15
Grenada,17/05/2020,22,0
Guatemala,17/05/2020,1763,0
Guinea,17/05/2020,2658,0
Guinea-Bissau,17/05/2020,990,21
Guyana,17/05/2020,117,0
Haiti,17/05/2020,310,37
Holy See,17/05/2020,12,0
Honduras,17/05/2020,2646,81
Hungary,17/05/2020,3509,36
Iceland,17/05/2020,1802,0
India,17/05/2020,95698,5050
Indonesia,17/05/2020,17514,489
Iran,17/05/2020,120198,1806
Iraq,17/05/2020,3404,144
Ireland,17/05/2020,24112,64
Israel,17/05/2020,16543,15
Italy,17/05/2020,225435,675
Jamaica,17/05/2020,520,3
Japan,17/05/2020,16226,24
Jordan,17/05/2020,613,6
Kazakhstan,17/05/2020,6157,307
Kenya,17/05/2020,887,57
Kiribati,17/05/2020,0,0
"Korea, South",17/05/2020,11065,15
Kosovo,17/05/2020,978,23
Kuwait,17/05/2020,14850,1048
Kyrgyzstan,17/05/2020,1138,21
Laos,17/05/2020,19,0
Latvia,17/05/2020,1008,11
Lebanon,17/05/2020,911,9
Lesotho,17/05/2020,1,0
Liberia,17/05/2020,226,3
Libya,17/05/2020,65,0
Liechtenstein,17/05/2020,82,0
Lithuania,17/05/2020,1545,9
Luxembourg,17/05/2020,3945,15
Madagascar,17/05/2020,304,21
Malawi,17/05/2020,70,5
Malaysia,17/05/2020,6894,22
Maldives,17/05/2020,1094,16
Mali,17/05/2020,860,25
Malta,17/05/2020,553,7
Marshall Islands,17/05/2020,0,0
Mauritania,17/05/2020,62,22
Mauritius,17/05/2020,332,0
Mexico,17/05/2020,49219,2075
Micronesia,17/05/2020,0,0
Moldova,17/05/2020,6060,126
Monaco,17/05/2020,96,0
Mongolia,17/05/2020,136,1
Montenegro,17/05/2020,324,0
Morocco,17/05/2020,6870,129
Mozambique,17/05/2020,137,8
MS Zaandam,17/05/2020,9,0
Namibia,17/05/2020,16,0
Nepal,17/05/2020,295,4
Netherlands,17/05/2020,44195,125
New Zealand,17/05/2020,1499,0
Nicaragua,17/05/2020,25,0
Niger,17/05/2020,904,15
Nigeria,17/05/2020,5959,338
North Macedonia,17/05/2020,1792,30
Norway,17/05/2020,8249,12
Oman,17/05/2020,5186,157
Pakistan,17/05/2020,42125,1974
Palau,17/05/2020,0,0
Panama,17/05/2020,9606,157
Papua New Guinea,17/05/2020,8,0
Paraguay,17/05/2020,786,8
Peru,17/05/2020,92273,3732
Philippines,17/05/2020,12513,208
Poland,17/05/2020,18529,272
Portugal,17/05/2020,29036,226
Qatar,17/05/2020,32604,1632
Romania,17/05/2020,16871,167
Russia,17/05/2020,281752,9709
Rwanda,17/05/2020,292,3
Saint Kitts and Nevis,17/05/2020,15,0
Saint Lucia,17/05/2020,18,0
Saint Vincent and the Grenadines,17/05/2020,17,0
Samoa,17/05/2020,0,0
San Marino,17/05/2020,654,1
Sao Tome and Principe,17/05/2020,235,0
Saudi Arabia,17/05/2020,54752,2736
Senegal,17/05/2020,2480,51
Serbia,17/05/2020,10610,114
Seychelles,17/05/2020,11,0
Sierra Leone,17/05/2020,505,43
Singapore,17/05/2020,28038,682
Slovakia,17/05/2020,1494,1
Slovenia,17/05/2020,1466,1
Solomon Islands,17/05/2020,0,0
Somalia,17/05/2020,1421,64
South Africa,17/05/2020,15515,1160
South Sudan,17/05/2020,290,54
Spain,17/05/2020,230698,0
Sri Lanka,17/05/2020,981,21
Sudan,17/05/2020,2289,325
Summer Olympics 2020,17/05/2020,0,0
Suriname,17/05/2020,10,0
Sweden,17/05/2020,30720,259
Switzerland,17/05/2020,30587,15
Syria,17/05/2020,58,7
Taiwan*,17/05/2020,440,0
Tajikistan,17/05/2020,1524,202
Tanzania,17/05/2020,509,0
Thailand,17/05/2020,3028,3
Timor-Leste,17/05/2020,24,0
Togo,17/05/2020,301,3
Trinidad and Tobago,17/05/2020,116,0
Tunisia,17/05/2020,1037,0
Turkey,17/05/2020,149435,1368
Uganda,17/05/2020,227,0
Ukraine,17/05/2020,18291,433
United Arab Emirates,17/05/2020,23358,731
United Kingdom,17/05/2020,231232,1826
Uruguay,17/05/2020,734,1
US,17/05/2020,1495817,18388
Uzbekistan,17/05/2020,2753,15
Vanuatu,17/05/2020,0,0
Venezuela,17/05/2020,541,37
Vietnam,17/05/2020,320,2
West Bank and Gaza,17/05/2020,381,5
Yemen,17/05/2020,128,6
Zambia,17/05/2020,753,74
